,place_id,licence,osm_type,osm_id,boundingbox,lat,lon,display_name,class,type,importance,icon
162726,164152182.0,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,254237740.0,"['-8.1376461', '-8.1371805', '-79.0388859', '-79.0377348']",-8.1374246,-79.0383026,"Avenida Huamán, Victor Larco Herrera, Víctor Larco Herrera, Trujillo, La Libertad, 13009, Perú",highway,secondary,0.8,
169661,122245571.0,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,94636419.0,"['-8.129876', '-8.1281167', '-79.0453377', '-79.0438659']",-8.1288482,-79.0444783,"Jirón Las Orquideas, Victor Larco Herrera, Víctor Larco Herrera, Trujillo, La Libertad, 13009, Perú",highway,residential,0.9,
178000,122824947.0,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,94601866.0,"['-8.1310701', '-8.128141', '-79.0479907', '-79.044493']",-8.1294998,-79.0463527,"Avenida Victor Raul Haya de la Torre, Urbanización Los Rosales de San Luis, Victor Larco Herrera, Víctor Larco Herrera, Trujillo, La Libertad, 13009, Perú",highway,residential,1.0,
186384,122245571.0,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,94636419.0,"['-8.129876', '-8.1281167', '-79.0453377', '-79.0438659']",-8.1288482,-79.0444783,"Jirón Las Orquideas, Victor Larco Herrera, Víctor Larco Herrera, Trujillo, La Libertad, 13009, Perú",highway,residential,0.9,
195729,122824947.0,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,94601866.0,"['-8.1310701', '-8.128141', '-79.0479907', '-79.044493']",-8.1294998,-79.0463527,"Avenida Victor Raul Haya de la Torre, Urbanización Los Rosales de San Luis, Victor Larco Herrera, Víctor Larco Herrera, Trujillo, La Libertad, 13009, Perú",highway,residential,1.0,
204953,122162953.0,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,94607541.0,"['-8.0889367', '-8.0888849', '-78.993506', '-78.9934883']",-8.0889367,-78.9934883,"Calle Santos Chocano, El Porvenir, Trujillo, La Libertad, 13007, Perú",highway,steps,0.775,
210039,208060900.0,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,482094546.0,"['-8.0804513', '-8.0647505', '-79.0024657', '-78.9971248']",-8.0727868,-79.0000476,"Jirón José de la Riva Aguero, El Porvenir, Trujillo, La Libertad, 13007, Perú",highway,residential,0.6,
216126,122162953.0,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,94607541.0,"['-8.0889367', '-8.0888849', '-78.993506', '-78.9934883']",-8.0889367,-78.9934883,"Calle Santos Chocano, El Porvenir, Trujillo, La Libertad, 13007, Perú",highway,steps,0.675,
217056,122162953.0,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,94607541.0,"['-8.0889367', '-8.0888849', '-78.993506', '-78.9934883']",-8.0889367,-78.9934883,"Calle Santos Chocano, El Porvenir, Trujillo, La Libertad, 13007, Perú",highway,steps,0.675,
236065,220913845.0,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,571098604.0,"['-8.0329782', '-8.0319571', '-79.0592437', '-79.055745']",-8.0324779,-79.0576904,"Calle José de San Martín, El Milagro, Huanchaco, Trujillo, La Libertad, Perú",highway,residential,0.7000000000000001,
239183,220913845.0,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,571098604.0,"['-8.0329782', '-8.0319571', '-79.0592437', '-79.055745']",-8.0324779,-79.0576904,"Calle José de San Martín, El Milagro, Huanchaco, Trujillo, La Libertad, Perú",highway,residential,0.7000000000000001,
14062,122192561.0,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,94615563.0,"['-8.0170511', '-8.0160158', '-79.0705685', '-79.0673372']",-8.0163902,-79.0684851,"Pasaje B, El Milagro, Huanchaco, Trujillo, La Libertad, Perú",highway,residential,0.7000000000000001,
147342,122951096.0,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,94626560.0,"['-8.0215045', '-8.0187545', '-79.0751963', '-79.066426']",-8.0201262,-79.0707916,"Calle Luis Banchero Rossi, El Milagro, Huanchaco, Trujillo, La Libertad, Perú",highway,residential,0.8,
207640,183853712.0,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,348711654.0,"['-9.941937', '-9.9405645', '-76.2347899', '-76.2345412']",-9.9414839,-76.2346646,"Calle San Isidro, Amarilís, Fonavi I, Paucarbamba, Amarilis, Huánuco, 10001, Perú",highway,residential,0.3,
31873,138371337.0,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,157605756.0,"['-10.6677341', '-10.6666678', '-76.2535186', '-76.2528918']",-10.6671317,-76.2529209,"Calle Centro Comercial San Juan, Cerro de Pasco, Yanacancha, Pasco, Perú",highway,residential,0.6,
48939,282612369.0,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",relation,1933597.0,"['-12.3420966', '-12.1649114', '-75.0276776', '-74.8250231']",-12.25350255,-74.86203122129524,"Huaribamba, Tayacaja, Huancavelica, Perú",boundary,administrative,0.6092269946660902,https://nominatim.openstreetmap.org/ui/mapicons//poi_boundary_administrative.p.20.png
50067,126357288.0,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,110965042.0,"['-10.9035227', '-10.8732897', '-73.8370391', '-73.7540003']",-10.8923699,-73.7939777,"Carretera Atalaya - Satipo, Río Tambo, Satipo, Junín, Perú",highway,primary,0.4,
50227,165424630.0,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,259083759.0,"['-12.677161', '-12.6770638', '-74.5891302', '-74.5890327']",-12.6770638,-74.5891302,"Puente Anco, La Esmeralda, Anco, Churcampa, Huancavelica, Perú",highway,primary,0.5,
57872,167790594.0,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,271161343.0,"['-13.6314014', '-13.6251801', '-72.8760632', '-72.8731029']",-13.6285277,-72.8741713,"Avenida Túpac Amaru, Tinyarumi, Tamburco, Abancay, Apurímac, Perú",highway,residential,0.4,
113671,236572825.0,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,681265054.0,"['-6.5605106', '-6.560189', '-76.3347103', '-76.3346362']",-6.5605106,-76.3347103,"Carretera Presidente Fernando Belaúnde Terry, La Banda de Shilcayo, San Martín, Perú",highway,trunk,1.0,
113823,236572825.0,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,681265054.0,"['-6.5605106', '-6.560189', '-76.3347103', '-76.3346362']",-6.5605106,-76.3347103,"Carretera Presidente Fernando Belaúnde Terry, La Banda de Shilcayo, San Martín, Perú",highway,trunk,1.0,
118211,236572825.0,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,681265054.0,"['-6.5605106', '-6.560189', '-76.3347103', '-76.3346362']",-6.5605106,-76.3347103,"Carretera Presidente Fernando Belaúnde Terry, La Banda de Shilcayo, San Martín, Perú",highway,trunk,1.0,
120254,209162660.0,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,492611194.0,"['-6.5108583', '-6.5103916', '-76.3563879', '-76.3561349']",-6.5106237,-76.356171,"Vía de Evitamiento, Chontamuyo, La Banda de Shilcayo, San Martín, 22200, Perú",highway,primary,0.9,
128230,159504713.0,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,236038099.0,"['-6.1556296', '-6.1541257', '-79.7211352', '-79.7122758']",-6.1547374,-79.7165759,"Calle Tupac Amaru II, Pueblo Joven Jose Carlos Mariátegui, Motupe, Lambayeque, Perú",highway,residential,0.7000000000000001,
152116,282629841.0,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",relation,1948325.0,"['-11.6551199', '-11.5238973', '-75.1516836', '-75.0548132']",-11.5894535,-75.1144820503012,"Mariscal Castilla, Concepción, Junín, Perú",boundary,administrative,0.521409003314806,https://nominatim.openstreetmap.org/ui/mapicons//poi_boundary_administrative.p.20.png
168794,282860658.0,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",relation,1948387.0,"['-12.41072', '-12.0971764', '-75.6644651', '-75.2998476']",-12.2010926,-75.3870256,"Yanacancha, Chupaca, Junín, 0051, Perú",boundary,administrative,0.519018527529768,https://nominatim.openstreetmap.org/ui/mapicons//poi_boundary_administrative.p.20.png
189643,239498706.0,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,692681895.0,"['-5.8972135', '-5.8946399', '-76.1262', '-76.1090514']",-5.8946519,-76.1176108,"Calle Libertad, Yurimaguas, Alto Amazonas, Loreto, 16501, Perú",highway,tertiary,0.7000000000000001,
190602,239498706.0,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,692681895.0,"['-5.8972135', '-5.8946399', '-76.1262', '-76.1090514']",-5.8946519,-76.1176108,"Calle Libertad, Yurimaguas, Alto Amazonas, Loreto, 16501, Perú",highway,tertiary,0.7000000000000001,
196544,282615983.0,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",relation,1948338.0,"['-12.010313', '-11.9380031', '-75.380991', '-75.2792011']",-11.9688991,-75.3097665,"Orcotuna, Concepción, Junín, Perú",boundary,administrative,0.4214090033148059,https://nominatim.openstreetmap.org/ui/mapicons//poi_boundary_administrative.p.20.png
199551,282614771.0,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",relation,1948327.0,"['-11.7977989', '-11.7497325', '-75.4513119', '-75.3988141']",-11.7856862,-75.4263838,"Masma, Jauja, Junín, Perú",boundary,administrative,0.5315759822763769,https://nominatim.openstreetmap.org/ui/mapicons//poi_boundary_administrative.p.20.png
199604,196549135.0,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,418639389.0,"['-13.1294529', '-13.1231336', '-75.5446764', '-75.5408731']",-13.1260886,-75.5425584,"Villa de Arma, Arma, Castrovirreyna, Huancavelica, Perú",place,village,0.5750000000000001,https://nominatim.openstreetmap.org/ui/mapicons//poi_place_village.p.20.png
199967,337427730.0,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,296969211.0,"['-16.5229433', '-16.5028316', '-71.4400651', '-71.3982651']",-16.5206328,-71.4251663,"Carretera Arequipa - Moquegua, La Calera, Pocsi, Arequipa, Perú",highway,primary,0.4,
211892,282616912.0,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",relation,1948389.0,"['-11.754608', '-11.6186582', '-75.5276641', '-75.4145572']",-11.7129511,-75.4746334,"Yauli, Jauja, Junín, Perú",boundary,administrative,0.5338072630301356,https://nominatim.openstreetmap.org/ui/mapicons//poi_boundary_administrative.p.20.png
226205,149883272.0,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,200746065.0,"['-9.5317456', '-9.5254868', '-77.5512129', '-77.5443741']",-9.5293491,-77.547267,"Carretera Casma - Huaraz, Eslabon, Cochac, Independencia, Huaraz, Ancash, 0200, Perú",highway,primary,0.5,
79576,210642250.0,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,498702557.0,"['-5.8087913', '-5.8082359', '-77.3953833', '-77.3946864']",-5.8082359,-77.3953833,"Carretera Presidente Fernando Belaúnde Terry, Bajo Naranjillo, Nueva Cajamarca, Rioja, San Martín, Perú",highway,trunk,0.8,
81816,210642250.0,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,498702557.0,"['-5.8087913', '-5.8082359', '-77.3953833', '-77.3946864']",-5.8082359,-77.3953833,"Carretera Presidente Fernando Belaúnde Terry, Bajo Naranjillo, Nueva Cajamarca, Rioja, San Martín, Perú",highway,trunk,0.8,
82074,210642250.0,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,498702557.0,"['-5.8087913', '-5.8082359', '-77.3953833', '-77.3946864']",-5.8082359,-77.3953833,"Carretera Presidente Fernando Belaúnde Terry, Bajo Naranjillo, Nueva Cajamarca, Rioja, San Martín, Perú",highway,trunk,0.8,
82779,210642250.0,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,498702557.0,"['-5.8087913', '-5.8082359', '-77.3953833', '-77.3946864']",-5.8082359,-77.3953833,"Carretera Presidente Fernando Belaúnde Terry, Bajo Naranjillo, Nueva Cajamarca, Rioja, San Martín, Perú",highway,trunk,0.8,
84720,210642250.0,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,498702557.0,"['-5.8087913', '-5.8082359', '-77.3953833', '-77.3946864']",-5.8082359,-77.3953833,"Carretera Presidente Fernando Belaúnde Terry, Bajo Naranjillo, Nueva Cajamarca, Rioja, San Martín, Perú",highway,trunk,0.8,
95086,259809764.0,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,820850681.0,"['-5.8047276', '-5.8034334', '-77.3963428', '-77.3953557']",-5.8038948,-77.3957141,"Jirón Trujillo, Bajo Naranjillo, Nueva Cajamarca, Rioja, San Martín, Perú",highway,residential,0.5,
98404,210642250.0,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,498702557.0,"['-5.8087913', '-5.8082359', '-77.3953833', '-77.3946864']",-5.8082359,-77.3953833,"Carretera Presidente Fernando Belaúnde Terry, Bajo Naranjillo, Nueva Cajamarca, Rioja, San Martín, Perú",highway,trunk,0.8,
99544,210642250.0,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,498702557.0,"['-5.8087913', '-5.8082359', '-77.3953833', '-77.3946864']",-5.8082359,-77.3953833,"Carretera Presidente Fernando Belaúnde Terry, Bajo Naranjillo, Nueva Cajamarca, Rioja, San Martín, Perú",highway,trunk,0.8,
101398,210642250.0,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,498702557.0,"['-5.8087913', '-5.8082359', '-77.3953833', '-77.3946864']",-5.8082359,-77.3953833,"Carretera Presidente Fernando Belaúnde Terry, Bajo Naranjillo, Nueva Cajamarca, Rioja, San Martín, Perú",highway,trunk,0.8,
110264,210642250.0,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,498702557.0,"['-5.8087913', '-5.8082359', '-77.3953833', '-77.3946864']",-5.8082359,-77.3953833,"Carretera Presidente Fernando Belaúnde Terry, Bajo Naranjillo, Nueva Cajamarca, Rioja, San Martín, Perú",highway,trunk,0.8,
111733,260058263.0,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,820850686.0,"['-5.8078123', '-5.8073453', '-77.3943257', '-77.3943204']",-5.8073453,-77.3943257,"Calle Los Olivos, Bajo Naranjillo, Nueva Cajamarca, Rioja, San Martín, Perú",highway,residential,0.6,
114741,210642250.0,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,498702557.0,"['-5.8087913', '-5.8082359', '-77.3953833', '-77.3946864']",-5.8082359,-77.3953833,"Carretera Presidente Fernando Belaúnde Terry, Bajo Naranjillo, Nueva Cajamarca, Rioja, San Martín, Perú",highway,trunk,0.8,
127227,282812844.0,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",relation,1925291.0,"['-13.6019482', '-13.4675991', '-71.9684959', '-71.8829489']",-13.5334539,-71.92214376081242,"San Sebastián, Cusco, 080000, Perú",boundary,administrative,0.7280698768979776,https://nominatim.openstreetmap.org/ui/mapicons//poi_boundary_administrative.p.20.png
166612,177867040.0,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,316326171.0,"['-13.5260517', '-13.5245115', '-71.9416786', '-71.9366764']",-13.5248531,-71.9394013,"Prolongación Calle Bolivar, Asociación Pro Vvivienda Kari Grande, San Sebastián, Cusco, 0800, Perú",highway,residential,0.5,
182082,120716477.0,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,86545927.0,"['-13.5397078', '-13.5391904', '-71.905742', '-71.9054389']",-13.5397078,-71.905742,"Calle Carmen Rosa Noguera, Urbanización Túpac Amaru, San Sebastián, Cusco, 080000, Perú",highway,residential,0.7000000000000001,
194070,119214454.0,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,79095449.0,"['-13.5386946', '-13.5370907', '-71.9064399', '-71.9039909']",-13.5379166,-71.9052169,"Avenida de la Cultura, Urbanización Túpac Amaru, San Sebastián, Cusco, 080000, Perú",highway,trunk,0.5,
213929,124790916.0,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,103727206.0,"['-10.7778603', '-10.7713674', '-77.7462914', '-77.7422356']",-10.7756299,-77.7439176,"Calle Ferrocarril, Barranca, Lima, Perú",highway,residential,0.6,
220601,156833421.0,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,224196815.0,"['-11.1027677', '-11.0997881', '-77.580996', '-77.5785176']",-11.1010779,-77.57960117634883,"Sede Campestre Club Tennis Huacho, Avenida El Milagro, Toma y Calla, San Bartolomé, Santa María, Huaura, Lima, 15138, Perú",leisure,sports_centre,0.401,https://nominatim.openstreetmap.org/ui/mapicons//sport_leisure_centre.p.20.png
221149,156921610.0,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,224315150.0,"['-11.1066699', '-11.1062765', '-77.6100767', '-77.6090836']",-11.10647515,-77.60958215454508,"Mercado Central y Modelo, Avenida Adan Acevedo, Huacho, Huaura, Lima, 15136, Perú",amenity,marketplace,0.501,
223148,156833421.0,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,224196815.0,"['-11.1027677', '-11.0997881', '-77.580996', '-77.5785176']",-11.1010779,-77.57960117634883,"Sede Campestre Club Tennis Huacho, Avenida El Milagro, Toma y Calla, San Bartolomé, Santa María, Huaura, Lima, 15138, Perú",leisure,sports_centre,0.401,https://nominatim.openstreetmap.org/ui/mapicons//sport_leisure_centre.p.20.png
86021,198791441.0,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,431549844.0,"['-17.9871246', '-17.9824877', '-70.2480244', '-70.243722']",-17.9849286,-70.245944,"Avenida Jorge Basadre Grohmann, Asociación Mariscal Miller, Alto de Alianza, Alto de la Alianza, Tacna, 23001, Perú",highway,tertiary,0.8,
86118,126393764.0,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,110945770.0,"['-18.0204393', '-18.0175987', '-70.2394781', '-70.2371138']",-18.0187189,-70.238486,"Tacna, Jesús María, Tacna, 23003, Perú",highway,residential,0.4,
238899,333735609.0,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,1038926858.0,"['-18.0239593', '-18.0224761', '-70.2448391', '-70.2427577']",-18.0233052,-70.243669,"Avenida Jorge Basadre Grohmann, Los Damascos I, Jesús María, Tacna, TACNA 23000, Perú",highway,trunk,0.5,
4884,198791441.0,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,431549844.0,"['-17.9871246', '-17.9824877', '-70.2480244', '-70.243722']",-17.9849286,-70.245944,"Avenida Jorge Basadre Grohmann, Asociación Mariscal Miller, Alto de Alianza, Alto de la Alianza, Tacna, 23001, Perú",highway,tertiary,0.8,
54672,155723946.0,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,222153572.0,"['-18.123596', '-18.1234089', '-70.3293112', '-70.329277']",-18.1234089,-70.329277,"Carretera Panamericana Sur, Tacna, Perú",highway,trunk,0.7000000000000001,
78763,201510615.0,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,447282790.0,"['-18.0423955', '-18.04212', '-70.2603115', '-70.2600178']",-18.04226155,-70.26016550663414,"Puesto de Salud Las Begonias, Calle Juan Vallés, Los Robles, Alfonso Ugarte, Coronel Gregorio Albarracín lanchipa District, Tacna, 23004, Perú",amenity,doctors,0.6010000000000001,https://nominatim.openstreetmap.org/ui/mapicons//health_doctors.p.20.png
79987,265866150.0,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,863081046.0,"['-18.0530923', '-18.051987', '-70.2578213', '-70.2572508']",-18.0524626,-70.25752527974782,"Gerencia de Ingeniería de Obras de la Municipalidad Distrital Coronel Gregorio Albarracin Lanchipa, Avenida Villa El Salvador, Asociación Vivienda Taller, Coronel Gregorio Albarracín lanchipa District, Tacna, 23004, Perú",office,government,0.901,
103785,265866150.0,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,863081046.0,"['-18.0530923', '-18.051987', '-70.2578213', '-70.2572508']",-18.0524626,-70.25752527974782,"Gerencia de Ingeniería de Obras de la Municipalidad Distrital Coronel Gregorio Albarracin Lanchipa, Avenida Villa El Salvador, Asociación Vivienda Taller, Coronel Gregorio Albarracín lanchipa District, Tacna, 23004, Perú",office,government,0.901,
112043,332931737.0,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,1035984440.0,"['-17.9770788', '-17.9767011', '-70.23629', '-70.2359143']",-17.976897100000002,-70.23610214218667,"Local Multiuso Comite 38, Gabriel Aguilar, Asociación San José, Ciudad Nueva, Señor Huanta, Ciudad Nueva, Tacna, 23001, Perú",amenity,community_centre,0.501,
117363,332931737.0,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,1035984440.0,"['-17.9770788', '-17.9767011', '-70.23629', '-70.2359143']",-17.976897100000002,-70.23610214218667,"Local Multiuso Comite 38, Gabriel Aguilar, Asociación San José, Ciudad Nueva, Señor Huanta, Ciudad Nueva, Tacna, 23001, Perú",amenity,community_centre,0.501,
119452,332931737.0,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,1035984440.0,"['-17.9770788', '-17.9767011', '-70.23629', '-70.2359143']",-17.976897100000002,-70.23610214218667,"Local Multiuso Comite 38, Gabriel Aguilar, Asociación San José, Ciudad Nueva, Señor Huanta, Ciudad Nueva, Tacna, 23001, Perú",amenity,community_centre,0.501,
121375,332931737.0,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,1035984440.0,"['-17.9770788', '-17.9767011', '-70.23629', '-70.2359143']",-17.976897100000002,-70.23610214218667,"Local Multiuso Comite 38, Gabriel Aguilar, Asociación San José, Ciudad Nueva, Señor Huanta, Ciudad Nueva, Tacna, 23001, Perú",amenity,community_centre,0.501,
121416,332931737.0,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,1035984440.0,"['-17.9770788', '-17.9767011', '-70.23629', '-70.2359143']",-17.976897100000002,-70.23610214218667,"Local Multiuso Comite 38, Gabriel Aguilar, Asociación San José, Ciudad Nueva, Señor Huanta, Ciudad Nueva, Tacna, 23001, Perú",amenity,community_centre,0.501,
121911,332931737.0,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,1035984440.0,"['-17.9770788', '-17.9767011', '-70.23629', '-70.2359143']",-17.976897100000002,-70.23610214218667,"Local Multiuso Comite 38, Gabriel Aguilar, Asociación San José, Ciudad Nueva, Señor Huanta, Ciudad Nueva, Tacna, 23001, Perú",amenity,community_centre,0.501,
121926,332931737.0,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,1035984440.0,"['-17.9770788', '-17.9767011', '-70.23629', '-70.2359143']",-17.976897100000002,-70.23610214218667,"Local Multiuso Comite 38, Gabriel Aguilar, Asociación San José, Ciudad Nueva, Señor Huanta, Ciudad Nueva, Tacna, 23001, Perú",amenity,community_centre,0.501,
122064,332931737.0,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,1035984440.0,"['-17.9770788', '-17.9767011', '-70.23629', '-70.2359143']",-17.976897100000002,-70.23610214218667,"Local Multiuso Comite 38, Gabriel Aguilar, Asociación San José, Ciudad Nueva, Señor Huanta, Ciudad Nueva, Tacna, 23001, Perú",amenity,community_centre,0.501,
124082,332931737.0,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,1035984440.0,"['-17.9770788', '-17.9767011', '-70.23629', '-70.2359143']",-17.976897100000002,-70.23610214218667,"Local Multiuso Comite 38, Gabriel Aguilar, Asociación San José, Ciudad Nueva, Señor Huanta, Ciudad Nueva, Tacna, 23001, Perú",amenity,community_centre,0.501,
127459,218753381.0,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,558351128.0,"['-17.9926855', '-17.9892712', '-70.237778', '-70.2350438']",-17.9910526,-70.2363119,"Avenida Manuel Cuadros, Asociación José Gálvez, Alto de Alianza, Alto de la Alianza, Tacna, 23001, Perú",highway,residential,0.8,
224021,186294701.0,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,363996244.0,"['-10.7444406', '-10.7185892', '-75.2109139', '-75.1807837']",-10.732734,-75.1933895,"Carretera Fernando Belaúnde Terry, San Miguel de Edeñas, Villa Rica, Oxapampa, Pasco, Perú",highway,trunk,0.1999999999999999,
226575,186294701.0,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,363996244.0,"['-10.7444406', '-10.7185892', '-75.2109139', '-75.1807837']",-10.732734,-75.1933895,"Carretera Fernando Belaúnde Terry, San Miguel de Edeñas, Villa Rica, Oxapampa, Pasco, Perú",highway,trunk,0.1999999999999999,
229484,186294701.0,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,363996244.0,"['-10.7444406', '-10.7185892', '-75.2109139', '-75.1807837']",-10.732734,-75.1933895,"Carretera Fernando Belaúnde Terry, San Miguel de Edeñas, Villa Rica, Oxapampa, Pasco, Perú",highway,trunk,0.1999999999999999,
11522,186294701.0,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,363996244.0,"['-10.7444406', '-10.7185892', '-75.2109139', '-75.1807837']",-10.732734,-75.1933895,"Carretera Fernando Belaúnde Terry, San Miguel de Edeñas, Villa Rica, Oxapampa, Pasco, Perú",highway,trunk,0.1999999999999999,
35278,266621758.0,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,867843726.0,"['-17.0257819', '-17.0248784', '-72.0154724', '-72.0154722']",-17.0248784,-72.0154724,"Calle Comercio, Mollendo, Islay, Arequipa, 04416, Perú",highway,tertiary,0.5,
35815,266621758.0,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,867843726.0,"['-17.0257819', '-17.0248784', '-72.0154724', '-72.0154722']",-17.0248784,-72.0154724,"Calle Comercio, Mollendo, Islay, Arequipa, 04416, Perú",highway,tertiary,0.5,
98344,67692564.0,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",node,6278964017.0,"['-16.4420024', '-16.4220024', '-71.5337159', '-71.5137159']",-16.4320024,-71.5237159,"Alto de la Luna 4 etapa, Ciudad Satélite, José Luis Bustamante y Rivero, Arequipa, 04009, Perú",place,neighbourhood,0.95,
99018,67692564.0,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",node,6278964017.0,"['-16.4420024', '-16.4220024', '-71.5337159', '-71.5137159']",-16.4320024,-71.5237159,"Alto de la Luna 4 etapa, Ciudad Satélite, José Luis Bustamante y Rivero, Arequipa, 04009, Perú",place,neighbourhood,0.95,
99606,218893077.0,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,559243903.0,"['-16.4139812', '-16.413847', '-71.5171572', '-71.515812']",-16.4139164,-71.5163744,"Calle Sena, Cooperativa 58, José Luis Bustamante y Rivero, Arequipa, 04006, Perú",highway,residential,0.9,
